iteration,latency_ms
0,52.2474
1,54.1189
2,70.8867
3,58.3841
4,72.7092
5,71.4717
6,67.8065
7,69.249
8,76.1734
9,66.8055
10,65.8718
11,72.6062
12,68.0989
13,56.092
14,76.374
15,51.4632
16,53.6899
17,65.1578
18,72.4864
19,73.1647
20,70.1207
21,74.0844
22,63.9338
23,68.488
24,50.6358
25,69.2765
26,67.9811
27,63.3664
28,66.0034
29,65.0891
30,64.3318
31,70.1291
32,71.5439
33,55.1901
34,54.6221
35,69.1019
36,63.4775
37,70.7344
38,69.5411
39,68.0321
40,62.6885
41,68.7982
42,63.0403
43,69.8152
44,71.7978
45,59.0569
46,69.6095
47,71.4078
48,67.8186
49,69.6797
50,65.1683
51,66.2253
52,67.2825
53,70.1843
54,73.3939
55,71.7461
56,66.6284
57,73.5398
58,67.7394
59,69.2709
60,70.4137
61,71.5622
62,72.6427
63,65.0175
64,71.9357
65,69.68
66,50.7812
67,45.9095
68,66.2266
69,69.8308
70,69.2184
71,72.1955
72,67.9139
73,68.7993
74,69.3354
75,65.4536
76,63.2039
77,69.3837
78,69.132
79,60.6198
80,61.9121
81,61.451
82,67.5912
83,65.8033
84,65.9084
85,74.5833
86,73.6362
87,56.7248
88,67.3927
89,67.1668
90,66.0593
91,70.9076
92,74.3729
93,64.5429
94,71.345
95,69.1237
96,63.4601
97,62.1989
98,65.8307
99,72.036
