iteration,latency_ms
0,0.064
1,0.0631
2,0.0348
3,0.0271
4,0.0265
5,0.0267
6,0.0373
7,0.0464
8,0.0237
9,0.027
10,0.026
11,0.0269
12,0.0501
13,0.0289
14,0.0262
15,0.0283
16,0.0134
17,0.026
18,0.0265
19,0.0258
20,0.0294
21,0.0236
22,0.014
23,0.0368
24,0.0271
25,0.0276
26,0.0337
27,0.0255
28,0.0283
29,0.0262
30,0.0258
31,0.0261
32,0.0257
33,0.0277
34,0.0263
35,0.0257
36,0.0293
37,0.026
38,0.0265
39,0.0261
40,0.0256
41,0.0267
42,0.0284
43,0.0262
44,0.0254
45,0.0282
46,0.0341
47,0.0243
48,0.0257
49,0.0256
50,0.0256
51,0.0284
52,0.0119
53,0.0257
54,0.0591
55,0.0347
56,0.0236
57,0.0272
58,0.0258
59,0.0248
60,0.0171
61,0.0491
62,0.0264
63,0.0289
64,0.0197
65,0.0773
66,0.0293
67,0.0268
68,0.0267
69,0.1061
70,0.0301
71,0.027
72,0.026
73,0.0258
74,0.0259
75,0.0256
76,0.0256
77,0.0253
78,0.1637
79,0.03
80,0.0273
81,0.0267
82,0.0258
83,0.026
84,0.0258
85,0.1582
86,0.0301
87,0.0276
88,0.0263
89,0.0259
90,0.0254
91,0.0254
92,0.0258
93,0.0266
94,0.0261
95,0.0266
96,0.0258
97,0.0256
98,0.1686
99,0.0297
