iteration,latency_ms
0,4.9767
1,5.7228
2,5.3905
3,6.396
4,4.8135
5,4.6961
6,4.5551
7,4.7897
8,4.5706
9,4.8205
10,4.5943
11,5.697
12,4.8151
13,4.625
14,5.2941
15,4.7929
16,4.7862
17,4.8502
18,4.9251
19,4.769
20,4.7772
21,4.7701
22,4.614
23,4.7685
24,4.7903
25,4.8489
26,4.8034
27,4.8249
28,4.637
29,4.553
30,4.511
31,4.772
32,4.6026
33,4.8229
34,4.7652
35,4.6236
36,4.5796
37,4.6339
38,4.7727
39,4.6075
40,4.78
41,4.7875
42,4.6113
43,4.7536
44,4.7748
45,4.6116
46,4.607
47,4.8003
48,4.5921
49,4.7673
50,4.7681
51,4.6111
52,4.8096
53,4.7533
54,4.6227
55,4.5826
56,5.1987
57,4.7633
58,4.8235
59,4.7549
60,4.8316
61,4.6431
62,4.5034
63,4.7834
64,4.8872
65,4.7411
66,4.7911
67,4.7487
68,4.7741
69,4.7885
70,4.6118
71,4.6644
72,4.7291
73,4.5731
74,4.7761
75,4.7856
76,5.7375
77,4.568
78,4.7764
79,4.7713
80,4.7809
81,4.7837
82,4.7642
83,5.2265
84,4.765
85,4.8031
86,4.8376
87,4.7828
88,4.7749
89,4.5932
90,5.0884
91,5.5483
92,5.8156
93,6.6415
94,5.4753
95,4.7156
96,4.8895
97,4.7837
98,4.7992
99,4.8939
