iteration,latency_ms
0,0.2635
1,0.1627
2,0.1502
3,0.1517
4,0.1496
5,0.1498
6,0.1758
7,0.1498
8,0.1492
9,0.1497
10,0.1492
11,0.1819
12,0.1557
13,0.1555
14,0.1545
15,0.1546
16,0.1655
17,0.1587
18,0.1542
19,0.1548
20,0.1545
21,0.1553
22,0.1636
23,0.1551
24,0.1559
25,0.1547
26,0.1541
27,0.1861
28,0.1483
29,0.1506
30,0.1476
31,0.1488
32,0.1477
33,0.1589
34,0.1537
35,0.1535
36,0.1524
37,0.1518
38,0.1611
39,0.1542
40,0.1563
41,0.1592
42,0.1558
43,0.1603
44,0.1575
45,0.1539
46,0.1527
47,0.1468
48,0.1579
49,0.13
50,0.1482
51,0.1474
52,0.1479
53,0.1504
54,0.1652
55,0.1582
56,0.1541
57,0.1668
58,0.1564
59,0.1541
60,0.1528
61,0.154
62,0.1538
63,0.1548
64,0.1542
65,0.1545
66,0.153
67,0.1521
68,0.1667
69,0.154
70,0.1548
71,0.155
72,0.1514
73,0.1604
74,0.1581
75,0.1564
76,0.1502
77,0.151
78,0.1536
79,0.1678
80,0.1711
81,0.1638
82,0.1531
83,0.1654
84,0.1421
85,0.1635
86,0.1547
87,0.1381
88,0.1655
89,0.1671
90,0.169
91,0.1651
92,0.1723
93,0.1435
94,0.1598
95,0.1782
96,0.2322
97,0.1519
98,0.1375
99,0.144
