iteration,latency_ms
0,1.121
1,0.6764
2,0.6676
3,0.6692
4,0.743
5,0.6786
6,0.4004
7,0.2947
8,0.2753
9,0.2697
10,0.6126
11,0.6584
12,0.7296
13,0.6708
14,0.6739
15,0.6461
16,0.3969
17,0.3038
18,0.2874
19,0.2766
20,0.2648
21,0.3159
22,0.2881
23,0.2532
24,0.263
25,0.6221
26,0.6505
27,1.3499
28,1.1364
29,1.1316
30,1.15
31,1.0417
32,0.8977
33,0.6238
34,0.6228
35,0.6199
36,0.6255
37,0.6177
38,0.3811
39,0.3056
40,0.2796
41,0.276
42,0.2666
43,0.2628
44,0.268
45,0.2656
46,0.2589
47,0.2625
48,0.2614
49,0.2592
50,0.2617
51,0.2624
52,0.2651
53,0.2594
54,0.2582
55,0.2666
56,0.2588
57,0.2578
58,0.2523
59,0.2575
60,0.2532
61,0.2553
62,0.2556
63,0.2617
64,0.2547
65,0.2567
66,0.2594
67,0.2512
68,0.2521
69,0.2516
70,0.2543
71,0.2555
72,0.2537
73,0.2543
74,0.2553
75,0.2598
76,0.2567
77,0.2562
78,0.2589
79,0.2515
80,0.254
81,0.26
82,0.2537
83,0.2519
84,0.2512
85,0.251
86,0.4709
87,0.4596
88,0.6508
89,1.1288
90,1.6487
91,0.9309
92,0.9111
93,0.9236
94,0.9093
95,0.9016
96,0.5696
97,0.2962
98,0.5898
99,1.6689
