iteration,latency_ms
0,0.4571
1,0.057
2,0.0339
3,0.1735
4,0.0378
5,0.1827
6,0.0428
7,0.0332
8,0.0324
9,0.0331
10,0.0324
11,0.0362
12,0.0332
13,0.0327
14,0.0324
15,0.033
16,0.033
17,0.033
18,0.0328
19,0.0341
20,0.0328
21,0.033
22,0.0354
23,0.0328
24,0.0343
25,0.0352
26,0.033
27,0.0333
28,0.0337
29,0.0335
30,0.0328
31,0.0327
32,0.033
33,0.0335
34,0.0325
35,0.0324
36,0.0319
37,0.0316
38,0.0335
39,0.0327
40,0.0336
41,0.0344
42,0.0327
43,0.0329
44,0.0331
45,0.0326
46,0.0348
47,0.0329
48,0.0336
49,0.0326
50,0.0323
51,0.0339
52,0.0342
53,0.0327
54,0.0318
55,0.0321
56,0.0339
57,0.0321
58,0.032
59,0.0323
60,0.0325
61,0.0322
62,0.0323
63,0.0323
64,0.0321
65,0.034
66,0.0341
67,0.0348
68,0.0344
69,0.0325
70,0.0469
71,0.0382
72,0.0418
73,0.0321
74,0.0546
75,0.0968
76,0.0383
77,0.035
78,0.0239
79,0.0589
80,0.0333
81,0.0542
82,0.0297
83,0.1193
84,0.11
85,0.0392
86,0.0413
87,0.109
88,0.039
89,0.1101
90,0.0385
91,0.1147
92,0.0388
93,0.1098
94,0.0388
95,0.1087
96,0.039
97,0.0356
98,0.0351
99,0.1062
