iteration,latency_ms
0,66.442
1,62.4769
2,63.917
3,62.0354
4,65.6947
5,65.9289
6,62.1557
7,67.9908
8,76.7316
9,65.714
10,69.7422
11,72.6527
12,64.9398
13,68.5512
14,69.5148
15,64.4927
16,72.7867
17,67.8708
18,71.6274
19,67.8477
20,69.5404
21,61.0663
22,69.6618
23,71.2744
24,66.9393
25,73.042
26,65.1002
27,62.9178
28,47.1871
29,50.4072
30,51.6456
31,67.2367
32,69.8369
33,65.778
34,71.5116
35,69.5898
36,70.2652
37,66.32
38,67.1402
39,66.7157
40,54.1475
41,69.1258
42,74.5264
43,71.6227
44,66.7487
45,61.0513
46,68.1591
47,75.4161
48,64.7376
49,70.1256
50,66.778
51,68.7144
52,67.4827
53,68.6112
54,65.9424
55,63.269
56,56.0346
57,67.5286
58,71.2676
59,68.8032
60,69.7451
61,70.9724
62,65.8347
63,64.6127
64,69.5809
65,68.1032
66,62.7695
67,60.649
68,68.1382
69,63.0843
70,66.4066
71,61.908
72,63.4595
73,64.6189
74,67.8397
75,63.15
76,71.4203
77,68.3345
78,69.6642
79,61.0207
80,64.2108
81,62.3818
82,70.9261
83,60.2179
84,70.1241
85,68.6639
86,65.9289
87,69.8498
88,71.3738
89,66.6623
90,67.5436
91,71.1076
92,72.5846
93,69.0785
94,68.5787
95,68.2469
96,66.5488
97,68.1413
98,67.0945
99,70.0382
