iteration,latency_ms
0,1.2585
1,0.9923
2,0.973
3,0.9619
4,0.9511
5,0.942
6,1.5129
7,0.9619
8,0.9578
9,0.9405
10,0.9449
11,0.9652
12,0.8443
13,0.8303
14,0.6396
15,0.6565
16,0.9313
17,0.9626
18,0.7634
19,1.0096
20,1.5166
21,1.0163
22,0.9917
23,0.9733
24,1.0152
25,1.5452
26,0.8664
27,0.8498
28,0.8304
29,0.848
30,0.8156
31,0.7541
32,0.8931
33,0.9374
34,0.9196
35,0.9145
36,0.9068
37,0.9154
38,0.7543
39,0.56
40,0.6457
41,0.6338
42,0.8645
43,0.9298
44,0.9161
45,0.9295
46,0.9442
47,0.9522
48,0.9389
49,0.8952
50,0.906
51,0.8049
52,0.6245
53,0.8761
54,1.7502
55,1.7734
56,1.7771
57,1.7901
58,2.0852
59,1.6492
60,1.8212
61,1.0696
62,0.8417
63,1.2407
64,1.3924
65,1.7612
66,1.0558
67,1.7636
68,1.6349
69,1.05
70,0.9973
71,1.0254
72,1.3269
73,0.9983
74,1.7216
75,1.0023
76,0.9285
77,2.0484
78,2.2417
79,1.0481
80,1.2588
81,1.2407
82,1.8189
83,1.2902
84,1.3005
85,1.2307
86,1.2272
87,1.2808
88,0.7864
89,0.9334
90,1.1776
91,1.0172
92,0.9288
93,0.9259
94,0.9006
95,0.5427
96,0.7886
97,0.8678
98,0.8689
99,0.8671
