iteration,latency_ms
0,0.1277
1,0.0303
2,0.0289
3,0.0263
4,0.026
5,0.026
6,0.0261
7,0.0255
8,0.0376
9,0.0262
10,0.0259
11,0.0252
12,0.0254
13,0.1897
14,0.0305
15,0.0381
16,0.0261
17,0.0257
18,0.0256
19,0.0253
20,0.0255
21,0.1705
22,0.0298
23,0.0281
24,0.0376
25,0.0271
26,0.1672
27,0.0297
28,0.0261
29,0.0267
30,0.0268
31,0.0263
32,0.0264
33,0.036
34,0.0258
35,0.0257
36,0.1707
37,0.0309
38,0.0282
39,0.0251
40,0.0253
41,0.0256
42,0.1671
43,0.0304
44,0.0269
45,0.026
46,0.0259
47,0.0263
48,0.0258
49,0.0189
50,0.0258
51,0.1699
52,0.0314
53,0.027
54,0.0258
55,0.1652
56,0.0307
57,0.0269
58,0.0259
59,0.0258
60,0.0257
61,0.3011
62,0.0345
63,0.0393
64,0.1676
65,0.0331
66,0.0343
67,0.2977
68,0.038
69,0.0296
70,0.0295
71,0.0268
72,0.0258
73,0.0364
74,0.0255
75,0.0263
76,0.0254
77,0.1713
78,0.03
79,0.0273
80,0.027
81,0.0361
82,0.0262
83,0.0257
84,0.0259
85,0.0267
86,0.0265
87,0.0254
88,0.1714
89,0.0303
90,0.0272
91,0.0262
92,0.0258
93,0.026
94,0.0261
95,0.0256
96,0.0261
97,0.0254
98,0.0257
99,0.026
