iteration,latency_ms
0,68.6998
1,68.9543
2,68.1929
3,64.6621
4,67.6529
5,71.4846
6,70.6715
7,72.02
8,62.5476
9,71.013
10,67.9678
11,66.4671
12,66.7184
13,53.8164
14,68.6626
15,68.4633
16,63.2053
17,72.3517
18,73.0094
19,68.186
20,74.5817
21,62.239
22,63.5551
23,72.0728
24,70.3385
25,60.7098
26,68.9229
27,68.9147
28,73.9932
29,70.2853
30,71.5252
31,54.4793
32,69.778
33,73.277
34,77.479
35,75.1812
36,75.836
37,73.1701
38,71.8178
39,79.9742
40,72.4845
41,74.0433
42,74.1536
43,68.5864
44,75.1241
45,72.6891
46,69.4913
47,66.9625
48,63.7605
49,67.7509
50,70.3017
51,70.7097
52,68.3582
53,67.9667
54,75.2156
55,74.7256
56,65.6494
57,67.9937
58,65.7817
59,63.6284
60,76.3875
61,72.2857
62,67.7388
63,63.1692
64,65.0454
65,66.6293
66,75.6786
67,66.6819
68,73.2705
69,72.3811
70,72.112
71,69.3882
72,70.3054
73,73.3764
74,71.4189
75,78.1695
76,71.1664
77,72.1159
78,74.5589
79,76.5898
80,71.9145
81,70.3226
82,74.9987
83,70.7073
84,78.4708
85,71.8835
86,75.2324
87,72.2854
88,72.614
89,77.6031
90,65.4588
91,71.9583
92,72.1036
93,56.7294
94,66.0752
95,76.5653
96,73.6081
97,76.0134
98,72.4773
99,73.5572
