iteration,latency_ms
0,57.7484
1,64.6308
2,60.1407
3,74.3752
4,71.5112
5,75.1163
6,73.4553
7,68.9741
8,60.4741
9,68.3476
10,72.7387
11,68.155
12,69.3283
13,73.3686
14,69.9161
15,68.2178
16,68.6882
17,71.5537
18,69.0504
19,72.5274
20,70.3684
21,68.9441
22,73.4895
23,68.4634
24,70.136
25,73.9899
26,66.8103
27,71.0692
28,72.3531
29,71.5991
30,68.9938
31,71.0986
32,74.217
33,68.9747
34,70.3803
35,74.1406
36,70.3202
37,63.3225
38,67.334
39,65.581
40,68.1772
41,69.891
42,71.2512
43,75.3613
44,69.8915
45,65.4846
46,71.7943
47,67.2931
48,66.2833
49,74.1904
50,62.1519
51,65.1059
52,66.5052
53,76.3913
54,73.238
55,72.1638
56,72.2828
57,69.8205
58,71.0518
59,68.7172
60,76.1527
61,63.7903
62,72.0391
63,71.1529
64,71.6175
65,71.6521
66,70.3958
67,71.0215
68,69.9945
69,65.5056
70,66.7284
71,64.6358
72,71.9446
73,68.0178
74,69.9687
75,65.555
76,59.6491
77,69.0305
78,69.3953
79,67.7867
80,73.8248
81,64.5564
82,69.8453
83,72.3666
84,66.4001
85,69.2171
86,68.3246
87,74.6834
88,72.072
89,68.2227
90,62.3081
91,66.0774
92,60.5639
93,62.6562
94,64.9947
95,69.5723
96,70.3652
97,69.9942
98,72.5832
99,61.5677
