iteration,latency_ms
0,23.7068
1,24.655
2,22.1543
3,22.7654
4,23.1287
5,22.943
6,22.1237
7,22.2392
8,22.1155
9,22.2172
10,22.1401
11,22.21
12,22.0847
13,22.0961
14,22.2061
15,22.2599
16,22.2003
17,22.1045
18,22.1381
19,22.2343
20,22.6664
21,22.68
22,22.1195
23,25.4673
24,23.1994
25,22.2668
26,23.1227
27,23.1198
28,22.1988
29,22.2375
30,22.387
31,22.2132
32,22.2084
33,22.232
34,22.3422
35,22.4217
36,22.2021
37,22.4984
38,22.2175
39,22.2128
40,22.2237
41,22.223
42,22.2905
43,23.2159
44,22.3711
45,24.0831
46,23.4918
47,22.1459
48,22.4952
49,22.1542
50,22.2624
51,22.2982
52,22.4734
53,22.4041
54,22.2253
55,22.2372
56,22.2504
57,22.2425
58,22.2434
59,22.288
60,22.2615
61,22.2739
62,22.3083
63,22.3159
64,22.2619
65,22.2744
66,22.359
67,22.8118
68,25.9192
69,23.3226
70,22.1893
71,23.2804
72,22.1685
73,23.3448
74,22.4012
75,23.2909
76,22.416
77,22.3753
78,22.2627
79,22.2527
80,22.3114
81,22.2787
82,22.2755
83,23.0732
84,22.2741
85,22.4498
86,22.2801
87,22.2836
88,22.2803
89,22.403
90,24.2455
91,23.5355
92,22.3223
93,22.3806
94,22.2882
95,22.3427
96,22.2924
97,22.3224
98,22.3292
99,22.317
