iteration,latency_ms
0,24.0314
1,23.5061
2,22.007
3,22.7636
4,22.0553
5,22.1174
6,22.1353
7,22.0115
8,22.1168
9,22.0716
10,22.9722
11,22.967
12,22.0795
13,22.0645
14,22.0817
15,22.09
16,22.1001
17,22.1953
18,22.1123
19,22.1107
20,22.1153
21,22.0782
22,22.0929
23,23.8706
24,23.8027
25,22.1838
26,22.3401
27,22.191
28,22.1768
29,22.1678
30,22.2997
31,22.1355
32,22.3256
33,22.1091
34,22.2208
35,22.1389
36,22.1083
37,22.1405
38,22.1384
39,22.2741
40,22.2127
41,22.1575
42,22.1379
43,22.1705
44,22.1429
45,22.9511
46,25.7261
47,22.1501
48,22.5035
49,22.2079
50,22.1895
51,22.3273
52,22.3714
53,22.2563
54,22.1856
55,22.2289
56,22.2036
57,22.2262
58,22.1815
59,22.1726
60,23.0471
61,23.0485
62,22.1725
63,22.1908
64,22.1688
65,22.1858
66,22.7817
67,22.1822
68,24.0512
69,23.5523
70,22.2037
71,22.2374
72,22.2155
73,22.2952
74,22.2481
75,22.2184
76,22.1812
77,22.2209
78,22.2451
79,22.2552
80,22.1965
81,22.2183
82,23.0979
83,22.1906
84,22.276
85,22.2036
86,22.1998
87,22.8279
88,22.2229
89,22.1982
90,22.3521
91,25.2918
92,22.1964
93,22.2187
94,22.2253
95,22.2236
96,22.3713
97,22.317
98,22.3407
99,22.5298
