iteration,latency_ms
0,495.8603
1,493.5969
2,492.6249
3,494.7711
4,494.5869
5,494.0321
6,492.0629
7,492.6407
8,490.899
9,491.4859
10,497.9581
11,491.5513
12,492.2253
13,494.3463
14,493.6902
15,494.7468
16,491.239
17,494.1803
18,494.7473
19,493.5905
20,491.0219
21,496.5435
22,496.9975
23,496.9354
24,497.0649
25,493.82
26,494.4281
27,495.1736
28,494.632
29,493.9448
30,494.4698
31,492.7053
32,491.9627
33,492.5449
34,496.5731
35,493.8808
36,492.649
37,494.4752
38,495.0578
39,494.0955
40,493.7135
41,488.9831
42,495.6495
43,493.8082
44,492.3805
45,493.6859
46,493.528
47,491.7482
48,495.3474
49,490.0549
50,493.0382
51,490.194
52,494.6899
53,494.5026
54,493.9602
55,494.4462
56,493.848
57,499.0517
58,495.8407
59,502.4584
60,494.538
61,492.8871
62,495.7804
63,495.1951
64,493.9572
65,495.6704
66,493.8199
67,492.3188
68,493.1273
69,496.3906
70,494.6714
71,492.0851
72,490.1285
73,498.1527
74,489.322
75,491.4935
76,496.0409
77,491.7117
78,493.8753
79,493.4734
80,489.2087
81,494.081
82,496.4846
83,491.6034
84,492.1723
85,494.0376
86,494.8824
87,492.1732
88,496.81
89,493.6614
90,496.7089
91,492.1858
92,492.5598
93,491.3177
94,493.5369
95,494.1507
96,492.9438
97,495.6313
98,493.5231
99,496.56
