iteration,latency_ms
0,259.7028
1,253.2725
2,255.8955
3,255.9093
4,256.7733
5,252.2149
6,259.3901
7,254.1053
8,257.8429
9,254.0964
10,259.3225
11,254.4654
12,255.0279
13,252.2525
14,256.7735
15,253.6415
16,254.8194
17,257.1667
18,251.638
19,256.8397
20,253.3553
21,255.4256
22,255.5577
23,257.9042
24,252.3284
25,258.9727
26,253.1293
27,257.1799
28,253.1173
29,256.8727
30,252.0797
31,256.326
32,255.8276
33,254.8346
34,253.6518
35,253.2912
36,254.9348
37,256.0467
38,255.9444
39,251.6805
40,258.0248
41,253.2054
42,254.8123
43,255.0293
44,256.4149
45,252.0642
46,258.0342
47,254.697
48,255.0698
49,252.4085
50,254.5301
51,254.861
52,258.497
53,255.4647
54,253.2343
55,255.0937
56,253.2686
57,255.5719
58,252.8896
59,256.0077
60,253.219
61,259.0658
62,253.4234
63,255.1268
64,252.7821
65,259.612
66,252.4652
67,256.1172
68,253.8914
69,255.9263
70,254.9184
71,251.7896
72,258.1371
73,252.0494
74,258.0027
75,253.4874
76,254.8091
77,256.0696
78,256.0709
79,254.5312
80,256.6928
81,251.446
82,257.8497
83,255.0075
84,257.0255
85,254.7775
86,257.5018
87,253.0376
88,252.6853
89,257.8353
90,252.3769
91,256.4922
92,252.1903
93,255.5091
94,255.0662
95,257.3312
96,253.9133
97,258.1173
98,253.9525
99,258.5956
