iteration,latency_ms
0,492.9659
1,493.4138
2,498.1742
3,492.8141
4,497.8405
5,493.1393
6,496.8091
7,495.5236
8,494.8655
9,491.9754
10,495.1257
11,495.4908
12,494.0122
13,497.3528
14,492.2103
15,492.757
16,492.5806
17,493.7811
18,492.6618
19,494.0348
20,494.0381
21,495.8214
22,492.6105
23,492.7964
24,489.0131
25,492.6132
26,492.2606
27,493.5476
28,491.0826
29,493.1102
30,492.5153
31,492.6915
32,492.4051
33,492.2876
34,492.2572
35,493.5668
36,491.4852
37,493.2805
38,492.1898
39,496.6188
40,490.7847
41,492.4068
42,491.1685
43,493.1586
44,492.9756
45,493.1355
46,490.8017
47,496.5866
48,495.1161
49,493.0831
50,485.9442
51,493.8995
52,491.4654
53,493.1088
54,494.148
55,494.5224
56,492.7396
57,489.9207
58,489.602
59,490.9303
60,489.6308
61,495.0175
62,494.3642
63,489.5732
64,491.2189
65,495.0106
66,493.9577
67,495.8011
68,494.4316
69,490.4188
70,492.7297
71,496.823
72,488.0186
73,493.5943
74,493.941
75,493.6693
76,491.1809
77,493.8116
78,491.3817
79,494.1148
80,489.5672
81,494.3892
82,490.1624
83,492.5747
84,493.489
85,495.0558
86,495.0194
87,493.9496
88,494.6642
89,494.0298
90,494.1098
91,497.2645
92,499.6021
93,495.2258
94,496.7646
95,494.3194
96,493.9721
97,491.7975
98,493.938
99,496.6333
