iteration,latency_ms
0,707.3145
1,704.9473
2,706.2966
3,704.7449
4,704.3484
5,706.1389
6,707.8435
7,703.88
8,705.3389
9,703.3243
10,705.2889
11,705.3598
12,705.6104
13,702.8809
14,705.8117
15,705.9531
16,704.9044
17,703.4707
18,704.1827
19,703.4658
20,703.0562
21,708.1323
22,705.7696
23,705.6756
24,701.2962
25,705.4932
26,705.2407
27,705.0289
28,706.4762
29,707.0487
30,706.2942
31,705.5455
32,704.8687
33,704.7244
34,705.0641
35,704.4133
36,703.8587
37,706.2672
38,706.7698
39,703.8829
40,704.7982
41,703.4596
42,706.6783
43,705.8561
44,705.1969
45,705.8441
46,702.6689
47,705.9841
48,704.9198
49,703.3954
50,704.244
51,705.3463
52,706.8427
53,707.5421
54,703.8193
55,703.308
56,704.5414
57,706.181
58,705.6358
59,702.5377
60,705.5479
61,702.929
62,704.8831
63,702.312
64,701.447
65,705.4812
66,705.2807
67,702.4404
68,704.5307
69,706.7034
70,704.4735
71,702.9005
72,703.9145
73,701.1231
74,708.0117
75,705.1432
76,706.693
77,703.723
78,704.1116
79,708.1319
80,706.103
81,702.8754
82,702.6867
83,701.3141
84,706.9016
85,702.5491
86,703.6176
87,702.4896
88,705.0406
89,706.0273
90,705.9698
91,704.7838
92,704.997
93,703.5002
94,706.3803
95,705.089
96,703.0344
97,706.8012
98,703.42
99,703.4905
