iteration,latency_ms
0,77.2948
1,76.8444
2,86.5224
3,85.5946
4,86.8866
5,87.0528
6,87.7623
7,86.9334
8,86.396
9,86.8383
10,85.321
11,86.1128
12,86.7521
13,87.6897
14,77.5808
15,75.8344
16,77.0152
17,76.2064
18,76.073
19,75.1093
20,78.0181
21,76.0612
22,77.6116
23,75.3484
24,75.3555
25,74.9864
26,75.9313
27,78.4991
28,75.451
29,75.8429
30,76.6747
31,75.565
32,75.9799
33,75.7014
34,78.3505
35,76.5984
36,76.4939
37,76.0821
38,76.3016
39,75.4635
40,75.8137
41,78.47
42,75.4652
43,75.88
44,73.9302
45,75.6102
46,75.5889
47,74.9381
48,78.6997
49,75.985
50,75.2367
51,75.3009
52,74.74
53,75.0082
54,74.7748
55,77.5369
56,74.5571
57,75.6761
58,76.0526
59,75.5905
60,75.0241
61,76.0149
62,76.6461
63,77.7118
64,75.9255
65,74.5293
66,75.5364
67,76.0276
68,74.62
69,75.9809
70,78.3748
71,74.4755
72,76.4841
73,75.512
74,74.6206
75,77.2205
76,76.6769
77,77.6417
78,75.9003
79,75.6354
80,75.0214
81,74.7739
82,75.5413
83,75.6395
84,78.4159
85,76.3076
86,77.0807
87,77.1948
88,76.1768
89,74.9497
90,75.682
91,83.772
92,77.6224
93,76.4436
94,75.6778
95,75.8556
96,75.3882
97,76.0475
98,77.8787
99,75.5693
