iteration,latency_ms
0,706.5706
1,701.4691
2,704.3548
3,705.1556
4,704.6283
5,701.2184
6,704.3005
7,705.7534
8,703.0757
9,701.718
10,702.228
11,705.6417
12,702.6962
13,702.8066
14,705.8785
15,704.8157
16,706.7791
17,704.2472
18,705.3652
19,704.0894
20,702.1326
21,703.4344
22,705.9045
23,704.8603
24,702.9218
25,703.7488
26,704.2421
27,709.1827
28,702.4638
29,703.4355
30,702.4127
31,702.3447
32,702.3121
33,701.0774
34,705.4816
35,704.0935
36,705.3459
37,706.9307
38,705.4222
39,702.0942
40,703.9912
41,706.7275
42,706.0319
43,706.4285
44,707.1716
45,704.4191
46,704.0527
47,702.9606
48,706.6774
49,707.1404
50,704.6934
51,705.5286
52,704.4242
53,706.1088
54,707.5565
55,704.1997
56,703.945
57,702.2524
58,704.1309
59,703.5873
60,703.0887
61,706.4693
62,704.0249
63,704.4647
64,702.3358
65,704.4492
66,701.978
67,702.7193
68,704.1128
69,702.256
70,703.7833
71,706.6328
72,702.9381
73,702.7235
74,707.8794
75,702.5209
76,708.4684
77,703.7488
78,703.8876
79,704.9138
80,701.2459
81,703.8315
82,704.1301
83,702.1125
84,701.6198
85,700.6225
86,706.5511
87,706.6044
88,702.9198
89,706.5493
90,703.4538
91,704.8232
92,709.6
93,702.1844
94,703.2541
95,704.1005
96,706.433
97,706.3046
98,705.515
99,704.7836
