iteration,latency_ms
0,84.6587
1,82.7954
2,82.5159
3,81.7241
4,82.2367
5,81.7464
6,86.6425
7,82.8189
8,83.5973
9,83.3445
10,82.8832
11,82.9693
12,85.6626
13,83.2103
14,83.3337
15,82.6579
16,81.6614
17,82.9428
18,82.5979
19,85.1868
20,82.4244
21,83.5854
22,82.6615
23,82.635
24,82.7515
25,85.5137
26,82.6975
27,82.0392
28,81.9667
29,82.4371
30,82.9852
31,83.1294
32,85.5372
33,83.0332
34,83.119
35,82.3529
36,80.9111
37,82.8872
38,87.1394
39,81.1635
40,82.1153
41,82.0049
42,81.9799
43,81.4005
44,82.2557
45,86.8485
46,81.311
47,81.9885
48,81.9899
49,80.6038
50,81.6976
51,86.4127
52,82.1056
53,82.9127
54,82.9646
55,82.5927
56,82.2815
57,83.6457
58,84.915
59,81.6972
60,82.031
61,82.2844
62,82.1048
63,82.3195
64,85.2424
65,81.9935
66,81.6503
67,82.0829
68,82.8931
69,80.2992
70,83.8863
71,84.3579
72,81.916
73,82.3403
74,82.208
75,82.3896
76,81.2455
77,85.3765
78,82.2115
79,82.4751
80,83.0286
81,82.1142
82,80.7295
83,82.1249
84,83.9989
85,82.8523
86,81.3896
87,81.3325
88,82.0041
89,81.5938
90,84.9622
91,81.8404
92,81.0628
93,81.1636
94,81.0224
95,81.0695
96,82.8894
97,85.0122
98,82.1235
99,81.2403
