iteration,latency_ms
0,18.0206
1,19.4315
2,16.4294
3,16.4416
4,16.5603
5,16.974
6,16.4994
7,17.538
8,16.5537
9,16.4903
10,16.5254
11,16.4972
12,17.2092
13,18.0494
14,16.5337
15,16.4656
16,16.4585
17,16.4539
18,16.5055
19,16.5579
20,16.4955
21,16.5577
22,17.0514
23,18.0204
24,16.4788
25,16.4602
26,16.4339
27,16.5323
28,16.5531
29,17.4789
30,17.5488
31,19.3898
32,16.9679
33,16.4486
34,16.8875
35,16.495
36,16.4947
37,17.4208
38,17.5647
39,16.5708
40,16.5631
41,16.49
42,16.5637
43,16.4819
44,16.541
45,16.5771
46,16.5073
47,16.4685
48,16.4685
49,16.487
50,16.5244
51,17.1405
52,16.9615
53,17.4316
54,16.4731
55,16.4853
56,16.46
57,16.6041
58,16.4764
59,17.5738
60,17.1149
61,18.9037
62,17.6655
63,16.4666
64,16.4619
65,16.477
66,17.4372
67,16.5217
68,16.5599
69,16.5488
70,17.1986
71,16.4748
72,16.473
73,16.502
74,16.5347
75,17.4649
76,16.4673
77,17.5566
78,17.4655
79,17.2081
80,16.4765
81,16.4722
82,16.4727
83,17.0015
84,16.4756
85,17.3706
86,16.5534
87,16.5875
88,17.4843
89,16.5238
90,16.6372
91,19.779
92,16.5016
93,16.4682
94,17.3628
95,16.5808
96,16.5687
97,17.4977
98,16.5496
99,16.5728
