iteration,latency_ms
0,27.1547
1,32.83
2,28.8437
3,29.794
4,30.0995
5,29.0112
6,28.9739
7,29.1237
8,29.5923
9,29.6996
10,29.4231
11,29.6764
12,30.1182
13,29.4242
14,30.6882
15,30.4467
16,29.6003
17,32.5068
18,29.6235
19,30.3192
20,29.0486
21,30.6149
22,29.4622
23,30.4685
24,29.4491
25,30.1241
26,29.5484
27,29.4113
28,29.6072
29,29.6637
30,29.4369
31,29.5746
32,29.3738
33,29.5148
34,32.2592
35,29.6359
36,28.9331
37,29.3242
38,29.0689
39,29.6056
40,23.5495
41,22.7267
42,22.7171
43,22.832
44,22.7246
45,22.6763
46,22.7165
47,22.7421
48,22.7354
49,22.7224
50,22.6816
51,22.7024
52,22.719
53,22.8781
54,22.6763
55,26.3597
56,22.8555
57,22.6544
58,22.6973
59,22.7029
60,22.7188
61,22.7461
62,22.7278
63,22.7397
64,22.7172
65,22.7255
66,22.7424
67,22.76
68,22.7204
69,22.7874
70,22.7914
71,22.7531
72,23.5626
73,22.7396
74,23.588
75,22.7073
76,23.1904
77,26.51
78,22.6095
79,22.6733
80,22.7159
81,22.6978
82,22.7312
83,22.7199
84,22.7336
85,22.816
86,22.7051
87,22.7709
88,22.7346
89,22.7361
90,22.734
91,22.7607
92,22.6766
93,22.7514
94,22.8153
95,22.7927
96,22.6805
97,23.2497
98,22.6851
99,23.8163
