iteration,latency_ms
0,137.5628
1,134.9982
2,132.3669
3,134.1633
4,135.8138
5,134.965
6,134.7902
7,135.5206
8,137.9445
9,134.7161
10,134.8717
11,132.2934
12,137.1009
13,132.3991
14,134.7116
15,130.7098
16,137.659
17,133.8349
18,132.7706
19,133.5377
20,137.7121
21,137.2295
22,135.9987
23,133.5385
24,138.4723
25,134.0774
26,133.1362
27,134.1789
28,137.1237
29,134.3887
30,135.1676
31,135.6508
32,137.9483
33,132.3964
34,134.0814
35,134.8874
36,138.3051
37,134.0094
38,134.9602
39,135.9887
40,138.1816
41,134.1506
42,131.7266
43,135.1107
44,134.4379
45,134.0167
46,131.9484
47,134.0875
48,135.6758
49,134.3398
50,134.0964
51,134.9621
52,137.7586
53,134.081
54,136.7043
55,132.5037
56,136.6345
57,131.6688
58,134.9443
59,135.2727
60,136.6862
61,134.4133
62,135.023
63,135.3118
64,138.6982
65,134.9328
66,133.7677
67,133.4522
68,136.2876
69,134.8999
70,134.9378
71,135.8535
72,139.0463
73,132.4684
74,134.2495
75,133.4259
76,137.5899
77,134.2026
78,134.9096
79,134.3725
80,139.6497
81,134.3107
82,133.4242
83,135.5891
84,136.9183
85,135.3705
86,135.1008
87,135.7169
88,139.0007
89,134.2082
90,134.3381
91,135.3176
92,138.0859
93,136.0899
94,133.9456
95,134.7724
96,136.5444
97,134.688
98,136.1064
99,135.9997
