iteration,latency_ms
0,17.997
1,19.6179
2,16.4366
3,17.4788
4,17.3262
5,16.4128
6,16.418
7,16.4205
8,16.4044
9,16.4065
10,16.4404
11,17.8341
12,17.331
13,16.4597
14,16.4289
15,16.4292
16,16.4304
17,16.4116
18,17.2888
19,17.425
20,16.4293
21,16.4085
22,16.409
23,16.4515
24,16.9969
25,16.7385
26,16.4017
27,17.4912
28,16.4212
29,16.4107
30,17.9997
31,18.9739
32,16.3867
33,16.3563
34,16.4503
35,16.4438
36,16.45
37,16.4305
38,16.4226
39,17.3583
40,17.4148
41,16.4166
42,16.4247
43,16.5037
44,16.4357
45,16.4284
46,17.3744
47,17.379
48,16.5642
49,17.2134
50,16.4437
51,17.3791
52,16.4268
53,16.4452
54,16.43
55,16.4237
56,16.406
57,16.4264
58,16.3274
59,16.4009
60,17.2874
61,19.5384
62,16.4612
63,17.1644
64,16.4931
65,17.388
66,16.3966
67,16.4212
68,16.8413
69,16.4764
70,17.0604
71,16.55
72,16.4139
73,17.3331
74,17.351
75,17.3166
76,16.459
77,17.4252
78,16.4248
79,16.394
80,16.5108
81,16.7366
82,16.4092
83,16.421
84,17.3559
85,16.4001
86,16.4232
87,17.3906
88,16.402
89,16.7704
90,17.6248
91,19.5014
92,16.5047
93,16.3854
94,16.3816
95,17.2496
96,17.4321
97,16.4069
98,17.4446
99,16.4161
