iteration,latency_ms
0,67.3362
1,65.4628
2,65.2131
3,64.3556
4,64.43
5,62.5323
6,62.4945
7,64.9748
8,67.8219
9,64.917
10,62.6454
11,63.5601
12,62.6419
13,62.6759
14,64.3216
15,65.4117
16,65.0705
17,66.8365
18,62.5318
19,63.4519
20,64.4841
21,65.3888
22,64.4886
23,65.8473
24,63.4751
25,66.9259
26,65.4676
27,64.5116
28,62.5889
29,63.477
30,63.5885
31,65.8641
32,64.4252
33,64.6682
34,66.2828
35,62.6764
36,63.4522
37,65.2998
38,65.3512
39,64.4145
40,63.5638
41,62.5345
42,66.034
43,65.4232
44,64.5002
45,64.5754
46,63.3735
47,62.8577
48,68.1192
49,64.5375
50,64.5388
51,67.5109
52,62.5711
53,64.9409
54,65.2791
55,64.297
56,64.4313
57,64.5635
58,62.565
59,63.6525
60,65.0246
61,65.9342
62,65.3532
63,64.4275
64,64.5487
65,64.612
66,62.8449
67,64.5005
68,67.7246
69,65.2016
70,64.5062
71,62.6671
72,62.6004
73,64.8948
74,65.8822
75,64.5196
76,66.0256
77,65.6372
78,62.5858
79,63.5277
80,65.9777
81,64.5415
82,64.3562
83,64.5443
84,64.4601
85,67.1746
86,65.3698
87,64.3602
88,64.48
89,62.672
90,62.6561
91,63.5321
92,65.4838
93,64.9787
94,67.0214
95,65.3815
96,62.5693
97,62.6564
98,62.8993
99,66.2365
