iteration,latency_ms
0,86.6249
1,86.8349
2,83.8937
3,84.8992
4,85.4097
5,84.3014
6,87.6885
7,84.774
8,84.9626
9,87.3157
10,84.7961
11,84.8069
12,85.0573
13,88.4771
14,85.016
15,85.6736
16,86.0003
17,85.2754
18,84.3419
19,90.1166
20,83.7776
21,85.1499
22,84.6533
23,84.2496
24,84.6865
25,85.4616
26,89.3067
27,85.552
28,86.3313
29,86.1549
30,86.7866
31,85.3556
32,88.3359
33,87.2059
34,85.3662
35,84.1622
36,85.9724
37,84.3175
38,88.2975
39,87.9256
40,86.4187
41,85.3531
42,86.8515
43,85.9486
44,86.2566
45,89.2786
46,83.8289
47,83.8083
48,84.896
49,85.6405
50,83.6902
51,84.6974
52,88.9804
53,84.6858
54,84.6815
55,84.3478
56,83.7487
57,83.7286
58,90.9575
59,87.4927
60,85.0743
61,86.6849
62,84.7256
63,84.7588
64,84.846
65,88.4673
66,86.0715
67,84.5467
68,85.6848
69,84.8452
70,85.8747
71,88.804
72,85.8055
73,85.2981
74,85.1201
75,83.8837
76,84.7108
77,84.8504
78,90.7019
79,86.2343
80,83.9454
81,86.1238
82,85.574
83,85.1661
84,90.2532
85,85.4549
86,86.0604
87,86.7907
88,84.8896
89,83.9159
90,85.5538
91,89.6021
92,84.9144
93,85.7701
94,86.0758
95,85.8342
96,83.8701
97,89.1692
98,85.9629
99,84.8628
