iteration,latency_ms
0,66.517
1,64.3945
2,64.3058
3,64.1015
4,62.449
5,62.6869
6,64.5371
7,65.0633
8,66.5773
9,65.9152
10,64.3557
11,62.4878
12,62.5108
13,62.4739
14,62.4533
15,65.47
16,64.4266
17,67.5453
18,62.4645
19,62.5729
20,64.3626
21,65.4014
22,64.3199
23,65.0899
24,62.5351
25,63.2063
26,65.5524
27,65.2423
28,64.5756
29,64.3629
30,62.4952
31,63.355
32,64.8698
33,64.4827
34,67.6341
35,65.4172
36,62.5747
37,64.3764
38,65.2302
39,64.4904
40,64.3493
41,64.3591
42,63.6402
43,65.8803
44,65.5723
45,64.38
46,65.0563
47,63.5754
48,62.5178
49,64.3633
50,64.3987
51,68.4035
52,63.5428
53,63.3124
54,63.4504
55,64.4831
56,64.4303
57,64.4019
58,64.7636
59,63.8535
60,66.696
61,66.0006
62,64.5414
63,62.5149
64,62.5375
65,62.5371
66,64.5053
67,64.3714
68,68.4292
69,64.6437
70,62.7176
71,64.3795
72,64.8108
73,64.3604
74,64.3221
75,65.2003
76,64.1935
77,66.7291
78,64.5247
79,64.4741
80,64.6098
81,62.5384
82,64.6739
83,64.462
84,67.3471
85,68.1368
86,62.5531
87,62.5789
88,65.1797
89,64.4928
90,64.4987
91,65.206
92,63.5304
93,64.2093
94,67.3161
95,64.3852
96,64.5403
97,64.5054
98,63.5809
99,66.19
