iteration,latency_ms
0,319.8568
1,320.1125
2,318.7683
3,317.9988
4,320.0305
5,319.5182
6,317.8314
7,319.8724
8,319.8965
9,317.5298
10,319.8324
11,319.5505
12,318.6273
13,319.6658
14,321.0472
15,315.8456
16,323.1819
17,316.1437
18,321.5504
19,316.8123
20,321.3971
21,318.3575
22,315.6705
23,320.5975
24,315.9004
25,319.6152
26,317.5905
27,319.2407
28,316.9395
29,319.6704
30,316.8733
31,320.4487
32,315.0036
33,320.7679
34,317.4794
35,318.2682
36,322.5821
37,316.2138
38,322.0475
39,317.1841
40,322.0654
41,319.0743
42,321.291
43,314.7617
44,322.0709
45,319.8932
46,315.2839
47,320.7397
48,315.8118
49,320.0448
50,316.8
51,317.1192
52,321.0414
53,318.3763
54,316.4037
55,320.3367
56,320.9536
57,318.2257
58,320.5406
59,317.2615
60,321.1501
61,317.0484
62,319.8764
63,320.71
64,317.5284
65,320.9475
66,315.9644
67,319.374
68,316.6443
69,321.5572
70,318.9673
71,322.4328
72,317.3696
73,315.9639
74,322.0485
75,316.3911
76,318.9861
77,315.5747
78,320.0277
79,315.9264
80,321.1695
81,316.3333
82,320.323
83,319.7138
84,317.3835
85,320.8977
86,316.5752
87,321.2414
88,318.0275
89,320.4775
90,315.7885
91,326.1274
92,318.7745
93,318.7653
94,321.7391
95,316.2873
96,317.6665
97,316.1736
98,322.0008
99,319.8686
